mode,slack,strictly_positive
1823,1644114641831/496475252100000000,true
1826,5315561574325186935182490119/413729376750000000000000000000000,true
1829,157869974958009199320367/12411881302500000000000000000,true
1832,236156900803/99295050420000000,true
1835,53982020935166645685751572073/4964752521000000000000000000000000,true
1838,818429555196884519215561/41372937675000000000000000000,true
1841,29473586663/11032783380000000,true
1844,3888275419576805460422669341/496475252100000000000000000000000,true
1847,203031209554684093894153/41372937675000000000000000000,true
1850,14312377783/8274587535000000,true
1853,122385537696323317188214707677/4964752521000000000000000000000000,true
1856,1101884679283318234151269/124118813025000000000000000000,true
1859,73689789967/49647525210000000,true
1862,22165871832026686035550193021/1241188130250000000000000000000000,true
1865,608459339069475485215429/62059406512500000000000000000,true
1868,188419293089/24823762605000000,true
1871,7981519634110378209115959227/1654917507000000000000000000000000,true
1874,215348500510874744079991/31029703256250000000000000000,true
1877,2950027889/919398615000000,true
1880,4242568780749915994830207661/310297032562500000000000000000000,true
1883,40300189268499496839073/2298496537500000000000000000,true
1886,1079414428247/496475252100000000,true
1889,60216939721387972677484278667/4964752521000000000000000000000000,true
1892,79506973566011198917939/13790979225000000000000000000,true
1895,40032971893/15514851628125000,true
1898,2361611299520634486328108273/551639169000000000000000000000000,true
1901,265892344935178318607471/31029703256250000000000000000,true
1904,639071627743/248237626050000000,true
1907,1143826083105453722291402043/61293241000000000000000000000000,true
1910,168003209471695637417329/12411881302500000000000000000,true
1913,685669216039/248237626050000000,true
1916,19020055001965374602224746997/2482376260500000000000000000000000,true
1919,138869540251634178856739/15514851628125000000000000000,true
1922,1030943866093/248237626050000000,true
1925,2357670524171935997201950219/413729376750000000000000000000000,true
1928,335167962889597796370109/62059406512500000000000000000,true
1931,943083396101/496475252100000000,true
1934,47491644809625701655218341/3447744806250000000000000000000,true
1937,11162486541978738866149/484839113378906250000000000,true
1940,226730729321/99295050420000000,true
1943,6369371997075940295537819183/413729376750000000000000000000000,true
1946,108599143453335348843109/10343234418750000000000000000,true
1949,2721568080739/496475252100000000,true
1952,12777047547606238795678384781/1654917507000000000000000000000000,true
1955,75075203305197602650681/13790979225000000000000000000,true
1958,1024282666541/248237626050000000,true
1961,9012354188127485618177099903/992950504200000000000000000000000,true
1964,539972600862062201383937/41372937675000000000000000000,true
1967,4791635369/2482376260500000,true
1970,52540891319293156491246215201/4964752521000000000000000000000000,true
1973,215464600591056810903/38308275625000000000000000,true
1976,407726454803/165491750700000000,true
1979,9404273535045336045114181171/2482376260500000000000000000000000,true
1982,1628925248601590813592779/124118813025000000000000000000,true
1985,440892149159/82745875350000000,true
1988,345704721301890180318327529/30646620500000000000000000000000,true
1991,23050478072131998372653/1939356453515625000000000000,true
1994,143932804421/82745875350000000,true
1997,6270811709115775870730503751/992950504200000000000000000000000,true
2000,701532713487130417107593/31029703256250000000000000000,true
2003,948727452719/248237626050000000,true
2006,29373782538911890408040678681/4964752521000000000000000000000000,true
2009,460734336705897723341461/62059406512500000000000000000,true
2012,9485149493/2585808604687500,true
2015,19016222353457153493155866021/1654917507000000000000000000000000,true
2018,176192653399571089329497/20686468837500000000000000000,true
2021,30862667467/16549175070000000,true
2024,1108080879312372125805709919/103432344187500000000000000000000,true
2027,994682837971360628881781/124118813025000000000000000000,true
2030,275838500629/82745875350000000,true
2033,2064288583496191176721973767/413729376750000000000000000000000,true
2036,178225311134319483425797/31029703256250000000000000000,true
2039,396695121367/62059406512500000,true
2042,893205781934219615433387197/103432344187500000000000000000000,true
2045,1943496261549987896688611/124118813025000000000000000000,true
2048,352918127803/165491750700000000,true
2051,217320062555558952070539267157/4964752521000000000000000000000000,true
2054,13671937288845083636339/2298496537500000000000000000,true
2057,184400432653/62059406512500000,true
2060,4085650512765741559146867169/992950504200000000000000000000000,true
2063,271402202237366485711849/41372937675000000000000000000,true
2066,282721787347/99295050420000000,true
2069,16415185604589844902678623267/827458753500000000000000000000000,true
2072,21362070300682265637893/2482376260500000000000000000,true
2075,2081565372637/496475252100000000,true
2078,4289752531081475236370023589/551639169000000000000000000000000,true
2081,9431704447445671583989/919398615000000000000000000,true
2084,221676658433/82745875350000000,true
2087,2609074747199701027252524269/551639169000000000000000000000000,true
2090,166683488737782793173761/31029703256250000000000000000,true
2093,460649428877/165491750700000000,true
2096,13398746597968666901744222261/551639169000000000000000000000000,true
2099,830771320307905006668251/62059406512500000000000000000,true
2102,421055878063/248237626050000000,true
2105,155023495371827517236655825599/4964752521000000000000000000000000,true
2108,407281846437383834317949/41372937675000000000000000000,true
2111,2797964172641/496475252100000000,true
2114,29032391230882912166547243347/4964752521000000000000000000000000,true
2117,45830244264419041556989/6895489612500000000000000000,true
2120,1448766341077/496475252100000000,true
2123,38966895818645890196430579557/4964752521000000000000000000000000,true
2126,584926902786195008848517/31029703256250000000000000000,true
2129,269908115581/165491750700000000,true
2132,3566587901785396000709801159/165491750700000000000000000000000,true
2135,419159657913602887408007/62059406512500000000000000000,true
2138,2918603123/794360403360000,true
2141,1429424264233624954855021537/310297032562500000000000000000000,true
2144,82004410555917371626759/15514851628125000000000000000,true
2147,1190799889993/496475252100000000,true
2150,82374759699813418118805131389/4964752521000000000000000000000000,true
2153,294964928169391978322311/12411881302500000000000000000,true
2156,548934478739/248237626050000000,true
2159,34152565085700204647472257141/4964752521000000000000000000000000,true
2162,22037342391195189920941/2068646883750000000000000000,true
2165,1044230513939/248237626050000000,true
2168,26951834320414186956892133351/4964752521000000000000000000000000,true
2171,140279362955643219575881/24823762605000000000000000000,true
2174,942735115579/496475252100000000,true
2177,17165633126468666360672137609/992950504200000000000000000000000,true
2180,2699808274129761161201071/124118813025000000000000000000,true
2183,59822087333/31029703256250000,true
2186,241029534105366825296565960751/4964752521000000000000000000000000,true
2189,294121179861448982936749/31029703256250000000000000000,true
2192,1082793041993/248237626050000000,true
2195,32768460700124976851416845107/4964752521000000000000000000000000,true
2198,390105973562431892087143/62059406512500000000000000000,true
2201,173946444349/62059406512500000,true
2204,41191219052335895247718308961/4964752521000000000000000000000000,true
2207,392597304094728264168499/31029703256250000000000000000,true
2210,494805399079/248237626050000000,true
2213,69874350194692512590938407383/4964752521000000000000000000000000,true
2216,515297321878344773096311/62059406512500000000000000000,true
2219,230311244993/82745875350000000,true
2222,6873040760016029680246885937/1654917507000000000000000000000000,true
2225,82967405598875543149819/12411881302500000000000000000,true
2228,1449002836049/496475252100000000,true
2231,1253664394598553707588379829/77574258140625000000000000000000,true
2234,238696989915328016709601/24823762605000000000000000000,true
2237,647752290059/248237626050000000,true
2240,26425417664016338190940169923/4964752521000000000000000000000000,true
2243,1039899927230435639590661/124118813025000000000000000000,true
2246,2415838770131/496475252100000000,true
2249,18839726424317445942708337823/2482376260500000000000000000000000,true
2252,35089454947378401529949/4964752521000000000000000000,true
2255,185174904293/82745875350000000,true
2258,33803395232036085759911406497/2482376260500000000000000000000000,true
2261,1197866079178129501208267/124118813025000000000000000000,true
2264,1597624556483/496475252100000000,true
2267,984296633653294883698117313/124118813025000000000000000000000,true
2270,840247595786895349662227/124118813025000000000000000000,true
